Address,area,latitude,longitude,Bedrooms,Bathrooms,Status,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,Price_Lakhs
"Techzone 4, Greater Noida, Delhi NCR",1125.0,28.5859957,77.4338341,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,4000.0,45.0
"Sector 45 Road, Sadarpur, Sector-45, Noida, Uttar Pradesh 201303, Sector 45, Noida, Delhi NCR",850.0,28.55515416533936,77.3549462910685,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4117.64705882353,35.0
"SLF VED VIHAR, Loni Dehat, Ghaziabad, Delhi NCR",750.0,28.75767707824707,77.29827880859375,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3066.6666666666665,23.0
"Noida Extension, Greater Noida West, Noida, Delhi NCR",1190.0,28.6192670059929,77.4285183883815,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4537.81512605042,54.0
"Sector 10A, Gurgaon, Delhi NCR",1600.0,28.4446244,77.009305,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,5000.0,80.0
"Greater Faridabad, Sector 86, Neharpar, Faridabad, Delhi NCR",720.0,28.390701,77.3408206,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3611.1111111111113,26.0
"gh-01, sector-01 Greater Noida (West), Ace City Noida Extension, Sector 1, Greater Noida, Uttar Pradesh 201306, Noida Extension Block A, Noida, Delhi NCR",1150.0,28.562096,77.4524717444809,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3913.0434782608695,45.0
"Ajnara genx crossing republic ghaziabad, NH 24, Ghaziabad, Delhi NCR",1250.0,28.630654,77.436644,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3120.0,39.0
"Sector 79, Faridabad, Sector 81, Faridabad, Delhi NCR",1895.0,28.3924416,77.3442485,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5013.192612137204,95.0
"Bhola Nath Nagar, New Delhi - East, Delhi NCR",720.0,28.6685046,77.287636,8.0,4.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,19444.444444444445,140.0
"Nawada, New Delhi - West, Delhi NCR",900.0,28.6271769,77.0396183,3.0,2.0,Ready to Move,Resale,1.0,Furnished,1.0,Flat,5666.666666666667,51.0
"sector 37d, Sector 37D, Gurgaon, Delhi NCR",1079.0,28.447972,76.970278,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5375.347544022243,58.0
"Pipal Road, Mohan Garden, New Delhi - West, Delhi NCR",900.0,28.63306427001953,77.03317260742188,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5000.0,45.0
"Shalimar garden extension 2 Ghaziabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1200.0,28.636201858520508,77.43346405029297,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,2833.333333333333,34.0
"Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",1250.0,28.6452824,77.3621025,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,4840.0,60.5
"Sector 110, Noida, Sector 110, Noida, Delhi NCR",1528.0,28.5320895830119,77.378430896684,3.0,3.0,Unknown,Resale,2.0,Semi-Furnished,2.0,Flat,4712.041884816754,72.0
"Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1300.0,28.70217,77.430308,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3461.538461538461,45.0
"Knowledge Park 5, Greater Noida, Delhi NCR",965.0,28.552658081054688,77.47152709960938,2.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,3730.569948186529,36.0
"Noida Extension, Greater Noida, Delhi NCR",1290.0,28.616346,77.362221,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3798.4496124031007,49.0
"Sector 77, Gurgaon, Delhi NCR",1450.0,28.387426,76.979751,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5779.310344827586,83.8
"Sector 93B, Noida, Sector 93B, Noida, Delhi NCR",1110.0,28.5112743408678,77.3916888195878,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6036.036036036036,67.0
"Sainik Nagar, New Delhi - West, Delhi NCR",850.0,28.61765480041504,77.04246520996094,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4352.941176470588,37.0
"2 bhk., Noida Extension, Greater Noida, Delhi NCR",729.0,28.572023,77.432904,2.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Individual House,3292.181069958848,24.0
"pilot no 822 rajinder nager sec 3 Ghaziyabad, Sahibabad, Ghaziabad, Delhi NCR",1000.0,28.685675,77.3503251,2.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Individual House,3800.0,38.0
"Sector 10, Greater Noida, Delhi NCR",1315.0,28.571936,77.479001,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3399.239543726236,44.7
"Sector 79, Gurgaon, Sector 79, Gurgaon, Delhi NCR",1587.0,28.3589451,76.971745,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5986.137366099559,95.0
"Noida Extension, Greater Noida, Delhi NCR",975.0,28.605958,77.444512,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3897.4358974358975,38.0
"NH 24, Ghaziabad, Delhi NCR",1000.0,28.638572,77.4308515,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3200.0,32.0
"Sector 52, Gurgaon, Sector 52 Wazirabad, Gurgaon, Delhi NCR",1900.0,28.4365764,77.083589,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,7105.263157894737,135.0
"B 487, 3rd Floor, Sudershan Park, Motinagar, New Delhi, Sudarshan Park, New Delhi - West, Delhi NCR",900.0,28.66199111938477,77.13422393798828,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5555.555555555556,50.0
"1134, Tower E, GC5, 5th Avenue, Gaur City 1, Noida Extension, Greater Noida, Sector 4, Greater Noida, Delhi NCR",1050.0,28.6109351,77.4294948,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4000.0,42.0
"Sector 2 Vaishali, Ghaziabad, Delhi NCR",900.0,28.638839,77.3405445,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4666.666666666667,42.0
"Omega 2, Greater Noida, Delhi NCR",2400.0,28.4611974,77.5111725,4.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3958.3333333333335,95.0
"S 002 pan oasis sector 70 noida, Sector 70, Noida, Delhi NCR",1041.0,28.594127,77.381972327979,2.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,4995.1969260326605,52.0
"74., Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",900.0,28.7185467,77.1280819,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,13333.333333333334,120.0
"Sector 5 Vaishali, Ghaziabad, Delhi NCR",850.0,28.643642,77.34532,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,5294.117647058823,45.0
"Greater Noida West, Greater Noida, Delhi NCR",1050.0,28.610849,77.456875,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3809.5238095238096,40.0
"NH 24, Ghaziabad, Delhi NCR",965.0,28.519997,77.376873,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3626.943005181347,35.0
"Sultanpur, New Delhi - South, Delhi NCR",1150.0,28.4969141,77.1652546,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,6521.739130434783,75.0
"Noida Extension, Greater Noida, Delhi NCR",1420.0,28.604884,77.425914,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3345.0704225352115,47.5
"Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",650.0,28.6809994,77.356998,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5384.615384615385,35.0
"Raj Nagar 2, New Delhi - South, Delhi NCR",700.0,28.5771809,77.0776363,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5714.285714285715,40.0
"Sector 95, Gurgaon, Sector 95, Gurgaon, Delhi NCR",645.0,28.4150217,76.9103909,3.0,2.0,Unknown,Resale,6.0,Semi-Furnished,2.0,Flat,4077.519379844961,26.3
"Greater Noida West, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4000.0,41.0
"near dwarka mor metro station, Sewak Park, New Delhi - Dwarka, Delhi NCR",1000.0,28.616315841674805,77.03421020507812,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,5000.0,50.0
"New Krishna Park, New Delhi - West, Delhi NCR",900.0,28.6308650970459,77.07584381103516,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4944.444444444444,44.5
"Vaishali, Ghaziabad, Delhi NCR",2560.0,28.6519910148106,77.3517666421428,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4687.5,120.0
"Chetan sakhuja D block Moti nagar new delhi 110015, Moti Nagar, New Delhi - West, Delhi NCR",2500.0,28.65513229370117,77.14551544189453,4.0,3.0,Ready to Move,Resale,2.0,Furnished,2.0,Flat,7000.0,175.0
"Park Facing Unit, Sector 88, Faridabad, Delhi NCR",1565.0,28.4133389384054,77.3558275936799,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3961.661341853035,62.0
"Indirapuram Ghaziabad, Shakti Khand 3, Ghaziabad, Delhi NCR",2100.0,28.636240005493164,77.43367004394531,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5238.095238095239,110.0
"Sector 1, Greater Noida West., Noida Extension, Noida, Delhi NCR",1150.0,28.562096,77.4524717444809,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4304.347826086957,49.5
"Sector 29, Noida, Delhi NCR",1700.0,28.56997559,77.33621524,3.0,3.0,Ready to Move,Resale,2.0,Unknown,0.0,Flat,6176.470588235294,105.0
"sec 37 c, Sector 37C, Gurgaon, Delhi NCR",810.0,28.447866,76.98171288,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4567.901234567901,37.0
"Tulip Violet Society, Sector 69, Gurugram, Haryana 122101, Sector 69, Gurgaon, Delhi NCR",1578.0,28.3939311479624,77.031069,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6653.992395437263,105.0
"Vaibhav Khand, Ghaziabad, Delhi NCR",3100.0,28.6357095,77.3655985,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4838.709677419355,150.0
"I 1108 KW Shrishti raj nagar extention Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1310.0,28.70217,77.430308,2.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,4198.473282442748,55.0
"Sector 50, Gurgaon, Delhi NCR",1028.0,28.413093,77.060553,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,9241.24513618677,95.0
"Vasundhara Ghaziabad, Sector 15 Vasundhara, Ghaziabad, Delhi NCR",1900.0,28.63628196716309,77.43370056152344,6.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5526.315789473684,105.0
"Mahurali, Ghaziabad, Delhi NCR",1100.0,28.65622329711914,77.4804916381836,2.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Individual House,3181.818181818182,35.0
"Shalimar garden, Ghaziabad, Delhi NCR",900.0,28.6895689,77.3386129,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3555.555555555556,32.0
"Sector 16, Greater Noida, Delhi NCR",855.0,28.57786750793457,77.48322296142578,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4327.485380116959,37.0
"Crossings Republik, Ghaziabad, Uttar Pradesh, Crossings Republik, Ghaziabad, Delhi NCR",1290.0,28.6244715,77.4383996,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2945.736434108527,38.0
"G.T road Ghaziabad, G T Road, Ghaziabad, Delhi NCR",1475.0,28.6771711817311,77.3373394307079,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4542.372881355932,67.0
"Sector 119, Noida, Delhi NCR",1325.0,28.588371,77.400313,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4566.037735849057,60.5
"Zeta 1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",1297.0,28.507724029974728,77.52093696333596,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4240.555127216654,55.0
"Crossings Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1600.0,28.629808,77.440609,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3375.0,54.0
"near dwarka mor metro station, Sewak Park, New Delhi - Dwarka, Delhi NCR",1000.0,28.616315841674805,77.03421020507812,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5000.0,50.0
"2349., Yamuna Expressway, Greater Noida, Delhi NCR",1000.0,28.309616,77.55859,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3000.0,30.0
"127-A turab nagar, ghaziabad, Turab Nagar, Ghaziabad, Delhi NCR",900.0,28.659698486328125,77.43391418457031,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,6666.666666666667,60.0
"Bhopura, Ghaziabad, Delhi NCR",1275.0,28.7005505,77.3286995,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3137.2549019607845,40.0
"2nd Floor, Sector 68, Gurgaon, Delhi NCR",1219.0,28.386791,77.049466,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6972.92863002461,85.0
"Bhopura, Ghaziabad, Delhi NCR",1275.0,28.714474,77.3313346293479,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2980.392156862745,38.0
"Sector 82A, Gurgaon, Delhi NCR",2158.0,28.3848309,76.9653225,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5097.312326227989,110.0
"Sector 86, Faridabad, Delhi NCR",1248.0,28.4033165,77.34233,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3605.769230769231,45.0
"Sector 21D, Faridabad, Delhi NCR",1640.0,28.417927,77.289035,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5487.804878048781,90.0
"Swaran Jayanti Puram, Ghaziabad, Delhi NCR",1260.0,28.6896586,77.4863846,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3174.6031746031745,40.0
"Sector 4, Greater Noida, Delhi NCR",1700.0,28.6109351,77.4294948,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4211.764705882352,71.6
"Ram Prastha, Ghaziabad, Delhi NCR",1062.0,28.657986,77.320947,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5649.717514124294,60.0
"Freedom Fighters Enclave, New Delhi - South, Delhi NCR",950.0,28.51025009155273,77.1989974975586,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5789.473684210527,55.0
"Lal Kuan, Ghaziabad, Delhi NCR",1150.0,28.6336095,77.4713825,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,2608.695652173913,30.0
"Sector 16, Noida, Delhi NCR",1105.0,28.5776795,77.3149005,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Individual House,4705.882352941177,52.0
"F003, ground floor, 2bhk, park facing, Sector 143, Noida, Delhi NCR",1030.0,28.502597,77.428742,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5436.893203883496,56.0
"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1080.0,28.703253,77.4212420699908,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3564.814814814815,38.5
"Sector 117, Noida, Delhi NCR",600.0,28.58036,77.398933,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4533.333333333333,27.2
"Sector 84, Gurgaon, Sector 84, Gurgaon, Delhi NCR",1725.0,28.403432,76.965023,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4115.942028985507,71.0
"1195 sq feet  ready to move A10 tower, Noida Extension, Noida, Delhi NCR",1195.0,28.592372,77.453675,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3723.8493723849374,44.5
"Sector 90, Gurgaon, Delhi NCR",1300.0,28.4073309,76.9365692,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4230.769230769231,55.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1144.0,28.699069,77.4308221137806,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3496.5034965034965,40.0
"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1250.0,28.6392974857698,77.3743218706822,2.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,4800.0,60.0
"Mahagunpuram, Ghaziabad, Delhi NCR",900.0,28.66605567932129,77.47985076904297,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,3222.222222222222,29.0
"14th Floor, Indirapuram, Ghaziabad, Delhi NCR",1080.0,28.6352719273543,77.370394643261,2.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,6666.666666666667,72.0
"B 1408., Omicron 3, Greater Noida, Delhi NCR",1164.0,28.4772235566093,77.5510646237377,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3780.0687285223366,44.0
"Sector 118, Noida, Sector 118, Noida, Delhi NCR",1255.0,28.580262,77.403976,2.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,4701.195219123506,59.0
"Sector 57, Gurgaon, Delhi NCR",1600.0,28.4215541,77.0780609,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,8437.5,135.0
"Bhopura, Ghaziabad, Delhi NCR",1072.0,28.7005505,77.3286995,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3358.208955223881,36.0
"Noida Extension, Noida, Noida Extension Block A, Noida, Delhi NCR",1075.0,28.531915,77.40155,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3488.372093023256,37.5
"B-111 Mall Road, Greenfield Colony, Faridabad, Delhi NCR",1200.0,28.4661095,77.3000508,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3750.0,45.0
"NH 24, Ghaziabad, Delhi NCR",808.0,28.638572,77.4308515,2.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3960.3960396039606,32.0
"Kinauni Village, Indirapuram, Ghaziabad, Uttar Pradesh ., Indirapuram, Ghaziabad, Delhi NCR",1650.0,28.656289,77.3768842285481,3.0,3.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,5757.575757575758,95.0
"Outram Lines, New Delhi - North, Delhi NCR",1600.0,28.701400756835938,77.20785522460938,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,11562.5,185.0
"610 tower K urban homes NH 24 Ghaziabad, NH 24, Ghaziabad, Delhi NCR",880.0,28.658647,77.4757,2.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Flat,3295.454545454545,29.0
"Krishna Kunj Apartments, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",1000.0,28.5876818,77.0728034,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,7000.0,70.0
"Block 19 Springfield's Colony Sector 31 Faridabad, Sector 31, Faridabad, Delhi NCR",1700.0,28.4501165,77.3148562,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4411.764705882353,75.0
"149 RajBag GT road shahiba bad, Sahibabad, Ghaziabad, Delhi NCR",1690.0,28.6644882,77.3474938,3.0,4.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,4733.727810650888,80.0
"Palam Vihar Pocket H, Gurgaon, Delhi NCR",1800.0,28.514141082763672,77.03983306884766,3.0,3.0,Ready to Move,Resale,2.0,Semi-Furnished,1.0,Flat,6666.666666666667,120.0
"H-1101., Raj Nagar Extension, Ghaziabad, Delhi NCR",4900.0,28.701622,77.430153,6.0,5.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,5306.122448979592,260.0
"Chi 2, Greater Noida, Delhi NCR",2420.0,28.2734,77.3106,4.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4545.454545454545,110.0
"Sector 56, Gurgaon, Delhi NCR",1456.0,28.42866,77.0929649221835,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7898.351648351649,115.0
"Sector 70, Gurgaon, Delhi NCR",501.0,28.414412,77.04162,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7185.62874251497,36.0
"Sukhdev Vihar, New Delhi - South, Delhi NCR",1100.0,28.5538387298584,77.27410125732422,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,13636.363636363636,150.0
"New Colony, Gurgaon, Delhi NCR",1050.0,28.465525,77.0171795,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6666.666666666667,70.0
"C 206 Logix Zest, Sector 143, Noida, Delhi NCR",1050.0,28.5007673300236,77.4242,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5238.095238095239,55.0
"D140., Fateh Nagar, New Delhi - West, Delhi NCR",900.0,28.634769439697266,77.04912567138672,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,0.0,Flat,7555.555555555556,68.0
"Indirapuram, Ghaziabad, Nyay Khand 1, Ghaziabad, Delhi NCR",1065.0,28.634228,77.354869,2.0,2.0,Ready to Move,Resale,1.0,Unknown,3.0,Individual House,4694.835680751174,50.0
"Sahibabad, Ghaziabad, Delhi NCR",1400.0,28.6644882,77.3474938,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4071.428571428572,57.0
"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1615.0,28.6437431561802,77.3827590230814,3.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,5572.755417956656,90.0
"sector 111, palam vihar ext., Sector 111, Gurgaon, Delhi NCR",1422.0,28.524995,77.031893,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5977.496483825597,85.0
"street no 31/1 L 1st, Sangam Vihar, New Delhi - South, Delhi NCR",780.0,28.49855613708496,77.24030303955078,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,3846.153846153846,30.0
"Sushant Lok, Gurgaon, Delhi NCR",5500.0,28.4634554,77.076527,4.0,4.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,6454.545454545455,355.0
"Eta 2, Greater Noida, Delhi NCR",1005.0,28.496992,77.537536,2.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3184.07960199005,32.0
"Raj Nagar, New Delhi - South, Delhi NCR",725.0,28.63361358642578,77.09880065917969,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,5517.241379310345,40.0
"Siddhartha Vihar, Ghaziabad, Delhi NCR",1055.0,28.6390982,77.412377,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Individual House,3601.895734597156,38.0
"Inderpuri, New Delhi - West, Delhi NCR",765.0,28.631237,77.1473146,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5228.75816993464,40.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",795.0,28.7040534,77.4373305,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,3333.333333333333,26.5
"Indirapuram, Ghaziabad, Delhi NCR",1740.0,28.6493479,77.3696259,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6609.19540229885,115.0
"Sector b pocket 8&9 vasant kunj., Sector B Vasant Kunj, New Delhi - South, Delhi NCR",2000.0,28.5264864,77.158826,3.0,2.0,Ready to Move,Resale,5.0,Semi-Furnished,0.0,Flat,15000.0,300.0
"Sun 1, 2101, Omicron 3, Greater Noida, Delhi NCR",1150.0,28.474501,77.553187,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3913.0434782608695,45.0
"Greater Noida West, Greater Noida, Delhi NCR",900.0,28.605958,77.444512,2.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,4444.444444444444,40.0
"Noida Extension, Noida, Delhi NCR",1430.0,28.6198420307515,77.4253213540789,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4195.804195804196,60.0
"Sector 86, Gurgaon, Delhi NCR",1350.0,28.3984598,76.9410753,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4222.222222222223,57.0
"Devli, New Delhi - South, Delhi NCR",579.0,28.4957949,77.2367195,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6044.905008635578,35.0
"Sector 76, Noida, Delhi NCR",940.0,28.5684777,77.3775,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5851.063829787234,55.0
"Sector 70, Gurgaon, Sector 70, Gurgaon, Delhi NCR",1865.0,28.400504,77.028946,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5898.123324396783,110.0
"plot no 419 flat no G3 sector 4 Vaishali Ghaziabad, Sector 4 Vaishali, Ghaziabad, Delhi NCR",700.0,28.61801528930664,77.27937316894531,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,5000.0,35.0
"Sector 69, Gurgaon, Sector 69, Gurgaon, Delhi NCR",1326.0,28.397731,77.036526,3.0,3.0,Ready to Move,Resale,1.0,Unknown,1.0,Flat,6033.18250377074,80.0
"Sector 37C, Gurgaon, Delhi NCR",2387.0,28.449908,76.9876925,4.0,4.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5320.485965647256,127.0
"NH 24, Ghaziabad, Delhi NCR",1020.0,28.638572,77.4308515,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,3333.333333333333,34.0
"c block ashoka part 2, Ashoka Enclave Part 2, Faridabad, Delhi NCR",1500.0,28.4801967,77.3113014,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,4533.333333333333,68.0
